Insumo   ;Embalagem  ;Descricao  ;Quantidade ;Valor;Preco Medio;Ultimo Preco
8502;ENV.      ;FIO POLIDIOXANONA(PDS)N.0 AG.3,6CM 1/2 CIL.ESTR.90CM FECHAMENTO GERAL.                    ;0;0;0;28,5
8503;ENV.      ;FIO POLIESTER ALGODAO N.0 AG.3,0CM 3/8 CIRCULAR,COMP.75CM                                 ;4356;10470,6;2,403719;2,85
8504;ENV.      ;FIO NYLON N.2-0 AG.2,6CM 3/8 OU 1/2 TRIAN. ESTR. 45 CM NEUROCIRURGIA                      ;0;0;0;1,61
8506;UM        ;(HEMODINAMICA)CATETER BALAO PTA 0,014 X 3,0MM X 120MM X 150CM                             ;0;0;0;499,14
8507;UM        ;(HEMODINAMICA)CATETER BALAO PTA 0,014 X 4,0MM X 120MM X 150CM                             ;0;0;0;499,14
8508;UM        ;CAPA PARA VIDEO CIRURGIA DESC.15X250CM                                                    ;74;210,16;2,84;2,84
8509;UM        ;CATETER NASAL P/OXIGENIO TIPO OCULOS N.10                                                 ;0;0;0;1,35
8510;UM        ;(VASCULAR)FIO GUIA EXTRA SUPORRT 0,14X300                                                 ;0;0;0;195
8511;CX.       ;FILME RADIOLOGICO 18 X 13 CAIXA COM 100                                                   ;0;0;0;47,69
8512;UM        ;(JPII)BAINHA INTRODUTORA C/REVESTIMENTO HODROFILICO 18X28CM                               ;0;0;0;1200
8513;UM        ;(JPII)CATETER DILATADOR NONOCROSS 14 OTW                                                  ;0;0;0;499,14
8514;UM        ;(JPII)STENT PER EVERFLEX 6X060X120                                                        ;0;0;0;2034,5
8515;UM        ;(JPII)CATETER BALAO P/ANGIO PER XTREME 4X120MM 130CM                                      ;0;0;0;499,14
8516;UM        ;(JPII)CATETER BALAO P/ANGIO PER AMPH DEEP 2,50X150MM 150CM                                ;0;0;0;499,14
8517;UM        ;(JPII)CATETER BALAO P/ANGIO PER AMPH DEEP 3X80MM 120CM                                    ;0;0;0;499,14
8518;UM        ;(JPII)VALIANT CAPTIVIA ENDOPROT. TORACICA RETA 40/40/20                                   ;0;0;0;14000
8519;UM        ;(JPII)VALIANT CAPTIVIA ENDOPROT. TORACICA RETA 38/38/20                                   ;0;0;0;14000
8520;UM        ;(JPII)ENDOPROTESE ENDURANT II BIFURCADA 25X16X166                                         ;0;0;0;14000
8521;UM        ;(JPII)ENDOPROTESE ENDURANT II LIMB 16X24X156 I                                            ;0;0;0;10200
8522;UM        ;(JPII)TALENT SISTEMA DE ENDOPROT VASCULAR BIFURC BALAO 46                                 ;0;0;0;499,14
8523;UM        ;(JPII)ENDOPROTESE ENDURANT II LIMB 16X24X124 I                                            ;0;0;0;10200
8524;UM        ;(JPII)ENDOPROTESE ENDURANT II CONTRALATERAL 16X16X12                                      ;0;0;0;10200
8525;UM        ;(JPII)ENDOPROTESE ABDOMINAL ENDURANT II CORPO BIFURCADO 28X16X166 I                       ;0;0;0;14000
8526;UM        ;(JPII)ENDOPROTESE ENDURANT II ABD TUBES 23X23X70                                          ;0;0;0;10200
8527;UM        ;(JPII)ENDOPROTESE ENDURANT II ABD TUBES 25X25X70                                          ;0;0;0;10200
8528;UM        ;(JPII)VALIANT CAPTIVIA ENDOPROT. TORACICA RETA 36/36/200                                  ;0;0;0;14000
8529;UM        ;(JPII)ENDOPROTESE ENDURANT II AUI 36X14X102 I                                             ;0;0;0;14000
8530;UM        ;(JPII)ENDOPROTESE ENDURANT II EXTENSAO 20X20X82 I                                         ;0;0;0;10200
8531;UM        ;(JPII)ENDOPROTESE ENDURANT II CONTRALATERAL 16X16X156                                     ;0;0;0;10200
8532;UM        ;(JPII)ENDOPROTESE ENDURANT II CONTRALATERAL 16X16X19                                      ;30;78,6;2,62;2,62
8533;UM        ;(JPII)ENDOPROTESE FLUENCY PLUS 12X060MM 117CM OTW                                         ;0;0;0;18000
8534;UM        ;(JPII)FIO GUIA HIDROFILICO ANG.035X260CM                                                  ;0;0;0;476
8535;UM        ;(JPII)CONECTOR Y CLICK C/EXTENSOR 25CM (832904)                                           ;0;0;0;100
8536;UM        ;(JPII)INTRODUTOR P/CATETER COM E SEM VALVULA 8FX90CM (G11897)                             ;0;0;0;2498
8537;UM        ;(JPII)CATETER ANGIOGRAFICO PIG TAIL CENTIMETRADO 5FX100CM (7602-20M)                      ;0;0;0;1798
8538;UM        ;(JPII)CATETER ANGIOGRAFICO (G06005-HNB5.0-38-100-P-NS-HI)                                 ;0;0;0;418
8539;UM        ;(JPII)CATETER ANGIOGRAFICO COBRA 15FRX80CM(BT-AC5-C1)                                     ;0;0;0;284,35
8540;UM        ;(JPII)FIO GUIA LUNDERQUIST(G53967-TSCMG-35-260-E-LESDC)                                   ;0;0;0;1452,04
8541;UM        ;(JPII)AGULHA DE PUNCAO (HQ-1510)                                                          ;0;0;0;48,8
8542;UM        ;(JPII)INTRODUTOR P/CATETER COM E SEM VALVULA 9FX70CM (G12606)                             ;0;0;0;2498
8543;UM        ;(JPII)CATETER ANGIOGRAFICO VERTEBRAL 5FX100CM (BT-AC5-RCI)                                ;0;0;0;284,35
8544;UM        ;(JPII)CATETER ANGIOGRAFICO VERTEBRAL 4FX100CM (7717-BO)                                   ;0;0;0;284,35
8545;UM        ;(JPII)FIO GUIA AMPLATZ SUP STIFF(45-509)                                                  ;0;0;0;1500
8546;UM        ;(JPII)CATETER BALAO P/ANGIO PER ADM XTREME 4X80MM 130CM                                   ;0;0;0;499,14
8547;UM        ;(JPII)CATETER SIM 2 5FR 100CM (5576-B3)                                                   ;0;0;0;200
8548;UM        ;(JPII)CATETER PIGATIL NORMAL 5FR 110CM (7529-11)                                          ;0;0;0;200
8549;UM        ;(JPII)CATETER MAMARIA 5FR 100CM (7531-13)                                                 ;0;0;0;200
8550;UM        ;(JPII)CATETER VERTEBRAL 5FR 100CM (5583-A3)                                               ;0;0;0;200
8551;UM        ;(ESPEC)KIT P/ASPIRADOR ULTRASSONICO COMPATIVEL C/ASPIRADOR SONOCA                         ;0;0;0;650
8552;UM        ;ESCOVA PARA DEGERMACAO COM CLOREXIDINA 1%                                                 ;0;0;0;2,39
8553;UM        ;(URO)FIO GUIA HIDROFILICO 150CMX0,038 PONTA CURVA                                         ;0;0;0;179,99
8554;UM        ;(NEURO) KIT DE ESTIMULACAO CEREBRAL COM PONTA ANGULADA COMPATIVEL COM EQUIPAMENTO NEUROEST;0;0;0;21583,33
8555;UM        ;MASCARA P/ OXIGENIOTERAPIA EM TRAQUEOSTOMIA OU LARINGECTOMIA INFANTIL.                    ;54;579,91;10,739074;10,5
8556;UM        ;MASCARA OXIGENIO COM RESERVATORIO E DE NAO REINALACAO INFANTIL.                           ;200;5600;28;28
8557;UM        ;MASCARA OXIGENIO COM RESERVATORIO E DE NAO REINALACAO ADULTO.                             ;20;97,2;4,86;4,86
8558;UM        ;TUBO RESERVATORIO DE OXIGENIO P/AMBU NEONATAL                                             ;0;0;0;21,69
8559;UM        ;(EDA)PINCA DE BIOPSIA MANDIBULA DE GRANDE CAPACIDADE C/AG. DESCARTAVEL 23MM X 230CM.      ;0;0;0;104,15
8560;UM        ;(NEURO)CAMISA DESCARTAVEL ESTERIL P/ULTRASSOM INTRA-OPERATORIO 15X80CM                    ;0;0;0;39
8561;UM        ;(URO)PECA DE MAO DO LITOTRITOR PNEUMATICO                                                 ;0;0;0;30750
8562;UM        ;(URO)PROBE PARA BALISTICO DE LITOTRIPSIA PERCUTANEA  (D= 2,0MM, C= 40 CM)                 ;0;0;0;567
8563;UM        ;(URO)PROBE PARA BALISTICO DE LITOTRIPSIA PERCUTANEA (D= 1,5 MM, C= 40 CM)                 ;0;0;0;567
8564;UM        ;(URO)CAPA DE MICROCAMERA(LUVA DE ARTROSCOPIA)15X250CM                                     ;0;0;0;3,77
8565;UM        ;(HEMODINAMICA)CATETER BALAO PTA 0,018 X 2,5MM X 150MM X 135CM                             ;0;0;0;499,14
8566;UM        ;(HEMODINAMICA)CATETER BALAO PTA 0,014 X 3,0MM X 200MM X 150CM                             ;0;0;0;499,14
8567;UM        ;(ESPEC.)PUNCH 06.50MM (OFTALMO)                                                           ;0;0;0;570
8568;UM        ;(ESPEC.)PUNCH 07.00MM (OFTALMO)                                                           ;0;0;0;570
8570;UM        ;KIT DE TREPANACAO LAMINA 06.50MM. TREPANO (OFTALMO).                                      ;0;0;0;594
8571;KIT       ;SONDA ENDOBRONQUIAL DUPLO LUMEN, DIREITA,TAM.26.                                          ;0;0;0;389,49
8572;UMA       ;IMOBILIZADOR DE JOELHO FIXO.                                                              ;0;0;0;1,56
8573;ENV.      ;ITEM EXCLUíDO - USAR O CóDIGO 10592                       FIO NYLON N.5-0 AG.2,0CM 3/8 C;0;0;0;2,41
8574;UM        ;COLETOR SECRECOES DE VIAS AEREAS(BRONQUINHO)500ML C/TAMPA C/2 VIAS                        ;0;0;0;11,51
8575;UM        ;(RADIO)BOLSA APLICACAO ENEMA,MATERIAL PLASTICO FABRICADO EM PVC ATOXICO 3000ML            ;0;0;0;36,72
8576;UM        ;CANULA RETAL RIGIDA (RADIO)                                                               ;0;0;0;15,41
8577;UM        ;ANCORA NAO ABSORVIVEL (EXTRA SUS)                                                         ;0;0;0;1320,27
8578;UM        ;ANCORAS DIVERSOS TAMANHOS - SUS                                                           ;0;0;0;223,57
8579;UM        ;KIT LAVAGEM P/CIRURGIA ORTOPEDICA AR COMPRIMIDO(EXTRA SUS)                                ;0;0;0;786
8580;UM        ;CATETER DE TITANIO 9,0FR(ACESSO VASCULAR)KIT                                              ;0;0;0;672,64
8581;UM        ;COLETOR UNIVERSAL 50 ML ESTERIL S/PA C/TAMPA                                              ;0;0;0;0,32
8582;UM        ;(ESPEC)KIT APLICADOR P/SELANTE DE FIBRINA HUMANA COM SELANTE DE FIBRINA HUMANA 4ML (COLA B;0;0;0;364,52
8583;UM        ;MICRO PLACA LEFORT 11F AVANCO 6MM ESQUERDA                                                ;0;0;0;343,72
8584;UM        ;(ESPEC)FITA INDICADOR QUIMICO INTERNO                                                     ;0;0;0;40
8585;UM        ;(URO)AGULHA DE CHIBA 18GX20CM                                                             ;0;0;0;108,32
8586;UM        ;FRASCO PLAST. C/TAMPA ROSCA 60ML C/30ML FORMOL TAMPONADO 10%                              ;0;0;0;1,85
8587;UM        ;FRASCO PLAST. C/TAMPA ROSCA 60ML C/30ML FORMOL TAMPONADO 10%                              ;0;0;0;1,68
8588;UM        ;(C.G)FIO VICRIL N.0 POLIGLACTINA 910-PGLA 1/2X70CM ESTRIADO                               ;0;0;0;5,69
8589;UM        ;(C.G)FIO PDS N.0 AGULHA CILINDRADA 60 X 150 CM                                            ;0;0;0;33,65
8590;UM        ;PONTEIRA TIPO UNIVERSAL                                                                   ;0;0;0;0
8591;UM        ;TUBO ENDOTRAQUEAL N 10.0 S/CUFF                                                           ;0;0;0;0
8595;PC.       ;LAMINA DE LARINGOSCOPIO RETA N.03                                                         ;75;9039,75;120,53;120,53
8596;UM        ;ALMOTOLIA TRANSPARENTE BICO RETO 300ML                                                    ;0;0;0;0
8597;UM        ;(VASCULAR)STENT ABSOLUTE PRO/7.0/100MM ON 135CM                                           ;0;0;0;3000
8598;UM        ;(ESPEC.)CATETER BALAO ARMADA 35LL 6.0X80MM 135CM                                          ;0;0;0;900
8600;UM        ;(C.G)FIO VICRIL N.1 POLIGLACTINA 910-PGLA1/2X70CM CILINDRADO                              ;0;0;0;36,71
8602;UM        ;PAPEL P/ELETROCARDIOGRAMA EP3 (A4) 100FL                                                  ;0;0;0;13,29
8603;FR.       ;VASELINA SOLIDA FARMACEUTICA 100% POTE COM 500G                                           ;0;0;0;0
8606;UM        ;VALVULA REGULADORA PARA CILINDRO P/AR COMPRIMIDO                                          ;0;0;0;0
8607;UM        ;DISPOSITIVO PARA CATETER VENOSSO CENTRAL 2FR                                              ;0;0;0;0
8608;UM        ;AGULHA DE RAQUIDIANA REALSAVEL 80 X 7                                                     ;0;0;0;0
8609;UM        ;FIO POLIESTER ALGODAO(POLYCOT)N.3-0 AG.2,5CM 1/2 CIRC.45CM                                ;0;0;0;0
8610;ENV.      ;FIO POLIPROPILENO N.0 AG.2,6CM 1/2 CIRCULAR,COMP.75CM                                     ;2832;6428,64;2,27;2,27
8611;ENV.      ;FIO POLIGLICOLICO N.0 AG.2,5CM 1/2 CIRCULAR,COMP.70CM                                     ;0;0;0;0
8613;UM        ;FIO POLIPROPILENO N.3-0 AG.2,6CM 1/2 CIRC.75CM 2AG CARDIO                                 ;144;318,24;2,21;2,21
8614;UM        ;(EDA)PINCA DE BIOPSIA RADIAL JAW 160CM 2.8MM STANDARD (1330)                              ;0;0;0;33,26
8615;UM        ;FIO GUIA CALIBRADO (EXTRA SUS)                                                            ;21;472,08;22,48;22,48
8616;UM        ;FIO GUIA EM ACO INOX (EXTRA SUS)                                                          ;0;0;0;190
8617;UM        ;(ESPEC.)INDICADOR BIOLOGICO AUTO-CONTIDO                                                  ;0;0;0;16,93
8618;UM        ;(ESPEC.)BROCA REDONDA DIAMANTADA CURTA/MEDIA/LONGA 1MM,2MM,3MM,4MM,5MM                    ;0;0;0;2000
8619;UM        ;(ESPEC.)BROCA CABECA DE FOSFORO DIAMANTADA CURTA/MEDIA/LONGA 1,7MM 1,8MM 3,0MM            ;0;0;0;1600
8620;UM        ;CURAT. AQUACEL EXTRA REF. 420672 10X10CM COM FIBRA E CARBOX.SODICA.                       ;0;0;0;84
8621;UM        ;CURATIVO DE HIDROFIBRA ANTIMICROBIANO,EM PLACA C/PRATA IONICA 15 X 15CM                   ;0;0;0;63,53
8622;UM        ;"CATETER INTRAVENOSO CENTRAL DE SUBCLAVIA 16G X 12""-1,7MM X 20,3CM                         ";0;0;0;131,25
8623;UM        ;"CATETER INTRAVENOSO CENTRAL DE SUBCLAVIA 16G X 08""-1,7MM X 20,3CM                         ";0;0;0;29,64
8624;UM        ;"CATETER INTRAVENOSO CENTRAL DE SUBCLAVIA 19G X 12""-1,1MM X 20,3CM                         ";0;0;0;131,25
8625;UM        ;"CATETER INTRAVENOSO CENTRAL DE SUBCLAVIA 22G X 12""-0,7MM X 30,5CM                         ";0;0;0;138,88
8626;UM        ;AGULHA DE BIOPSIA 12G X 10CM SEMIAUTOMATICA                                               ;260;17908,8;68,88;68,88
8627;UM        ;AGULHA DE BIOPSIA P/ASPIRACAO 16G X 10CM                                                  ;230;16801,5;73,05;73,05
8628;UM        ;AGULHA DE BIOPSIA 11G X 15CM                                                              ;0;0;0;42
8629;UM        ;AGULHA DE BIOPSIA 13G X 10CM                                                              ;0;0;0;42
8630;UM        ;ALCA DE POLIPECTOMIA GIMET OVAL 30X50MM                                                   ;0;0;0;255
8631;UM        ;ALCA POLIPECTOMIA SIMET OVAL 15X25MM                                                      ;0;0;0;255
8632;UM        ;(ESPEC.)PROTESE(STENT)CORONARIA BALAO EXPANSIVEL DIAM.3,25MMC/PLATAFORMA EM ACO OU CROMOCO;0;0;0;3088
8633;UM        ;(ESPEC.)PROTESE(STENT)CORONARIA BALAO EXPANSIVEL DIAM.4,5MM C/PLATAFORMA EM ACO OU CROMOCO;0;0;0;3108
8634;UM        ;(ESPEC.)BROCA REDONDA CORTANTE CURTA/MEDIA/LONGA 1MM,2MM,3MM,4MM,5MM,6MM                  ;0;0;0;1300
8635;UM        ;(C.G)RECARGA PARA GRAMPEADOR LINEAR ENDOSCOPIA 45MM (AZUL)                                ;0;0;0;770
8636;UM        ;(ESPEC.)PINCA DISSECCAO SERRILHADA CRUZADA 5MM                                            ;0;0;0;1500
8637;UM        ;(NEURO.)AVENTAL ESTERIL CONFECCIONADO EM NAO TECIDO POLIPROPILENO TECNOLOGIA SMS MANGA LON;0;0;0;32,4
8638;UM        ;(NEURO.)CAMPO CIRURGICO DESCARTAVEL(OPSITE OU SIMILAR)15CM X20CM                          ;0;0;0;41,6
8639;PCT.      ;MASCARA DESC.FIXADA POR TIRAS ELASTICAS -PCT C/100UND                                     ;98;999,6;10,2;10,2
8640;UM        ;(OFTAL) FIO POLIESTER C/ALGODAO N.2-0 S/AG 15X45CM                                        ;200;236;1,18;1,18
8641;UM        ;(OFTAL) FIO POLIPROPILENO N.10-0 AG.6,5MM 3/8 30CM 2AG.ESPA TULADAS ESTRIADAS             ;0;0;0;33,083334
8642;UM        ;(OFTAL) FIO NYLON N.8-0 AG.6,5MM 1/4 ESPATULADAS ESTRIADAS, 30CM.2AG                      ;0;0;0;26,5792
8643;UM        ;FILTRO UMIDIFICADOR C/BARREIRA ADULTO CONEXAO UNIVERSAL.                                  ;0;0;0;40
8644;UM        ;CURATIVO CREME BARREIRA PROTETOR CUTANEO 50G C/OXIDO DE ZINCO MICRONIZADO COM ACIDO GRAXOS;0;0;0;41,08
8645;UM        ;CURATIVO PROTETOR CUTANEO PELICULA PROTETORA 28ML                                         ;0;0;0;51,23
8646;UM        ;FIO NYLON N.0 AG.4,0CM 1/2 CIRCULAR,COMP.150CM                                            ;4080;26397,6;6,47;6,47
8647;UM        ;ITEM EXCLUíDO - USAR O CóDIGO 10605                       FIO NYLON N.3-0 AG.2,4CM 3/8 C;0;0;0;1,3
8648;UM        ;CURATIVO DE ESPUMA C/IBUPROFENO (BAITAIN) 15X15CM REF 34115.5CM                           ;855;93323,25;109,15;109,15
8649;UM        ;(ESPEC.)FITA INDICADORA P/AUTOCLAVE                                                       ;0;0;0;2,52
8650;UM        ;(OFTAL) BISTURI CRESCENTE DESCARTAVEL LAMINA 2.5                                          ;0;0;0;71,72
8651;UM        ;(ESPEC.)CANULA SOFT TIP N 23 GAUGE                                                        ;0;0;0;158,33
8652;UM        ;(OFTAL) BISTURI ESCLEROTOMO 23 GAUGE                                                      ;0;0;0;363,33
8653;UM        ;(ESPEC.)CANULA DE INFUSAO METALICA 4MM, 20 GAUGE                                          ;0;0;0;250,03
8654;UM        ;(ESPEC.)CANULA DE INFUSAO METALICA 6MM, 20 GAUGE                                          ;0;0;0;264,53
8655;UM        ;(OFTAL) IMPLANTE ESCLERAL DE SILICONE/TIRA DE SILICONE/FAIXAIXA DE SILICONE N 42          ;0;0;0;97,56
8656;UM        ;(OFTAL) IMPLANTE ESCLERAL DE SILICONE (FAIXA DE SILICONE) N 240                           ;0;0;0;98,11
8657;UM        ;(OFTAL) IMPLANTE OFTALMOLOGICO TIPO LUVA/SLEEVE EM SILICONE  2,1X1X125MM                  ;0;0;0;527
8658;UM        ;(OFTAL)CANULA DUAL BORE 23G                                                               ;0;0;0;1103,4
8659;UM        ;(ESPEC)HEMOSTATICO DE CELULOSE 5,1X7,6CM. OXIDADA REGENERADA ABSORVIVEL COM ACAO BACTERICI;0;0;0;88,32
8660;UM        ;(NEURO)ESPONJA HOMEOSTATICA ABSORVIVEL GELATINOSE - GEL FOAM                              ;0;0;0;86,5
8661;UM        ;"(ESPEC)FIO NYLON, DIAMETRO ""9-0"",COMP.30CM,2AG DE 6,5MM E CURVATURA DE 3/8 ESPATULADAS EST";0;0;0;26,583334
8662;UM        ;"(ESPEC)FIO NYLON, DIAMETRO ""8-0"",COMP.30CM,2AG.DE 6,5MM E CURVATURA DE 1/4 ESPATULADAS EST";0;0;0;25,18
8663;UM        ;(OFTAL) BISTURI DESCARTAVEL, ESTERIL, PARA FACOEMULSIFICACAOLAMINA 2,75MM                 ;0;0;0;30,269995
8664;FR.       ;(ESPEC)ALCOOL ETILICO LIQUIDO, HIDRATADO A 70% (1 LITRO)                                  ;0;0;0;4,24
8665;KIT       ;(ESPEC)RESINA FLUIDA(SELANTE) FOTOPOLIMERIZAVEL COR BRANCO OPACO. SERINGA COM 2 GRAMAS + P;0;0;0;21,23
8666;UM        ;(ESPEC)BROCA DE ALTA ROTACAO CILINDRICA CARBIDE N.702                                     ;0;0;0;10,75
8667;FR.       ;(ESPEC)FIXADOR DENTAL(P/FIXAR RADIOGRAFIAS ODONTOLOGICAS) EMBALAGEM COM VOLUME ENTRA 450 E;0;0;0;12,75
8668;UM        ;(ESPEC)CONDICIONADOR DENTAL EM GEL A BASE FOSFORICA A 37%(AZUL) COM ESPESSANTES SILICAS CO;0;0;0;5,83
8669;CX.       ;(ESPEC)TIRAS ABRASIVAS DE POLIESTER 4MM CAIXA C/150                                       ;0;0;0;9,61
8670;UM        ;(ESPEC)CUNHA DE MADEIRA COM FORMATO ANATOMICO DE AMEIA EM 4 TAMANHOS CODIFICADOS POR CORES;0;0;0;0,21
8671;UM        ;(ESPEC)FITA BANDA MATRIZ EM ACO INOX PARA RESTAURACAO ODONTOLOGICA 5X0,07X500MM           ;0;0;0;1,79
8672;KIT       ;(ESPEC)KIT DE PONTAS DIAMANTADAS PARA ACABAMENTO FINO E ULTRAFINO - C/ 7 BROCAS + 1 BROQUE;0;0;0;48,84
8673;FR.       ;(ESPEC)CURATIVO (PASTA MEDICAMENTOSA) PARA TRATAMENTO DE ALVEOLITE C/10G                  ;0;0;0;35,58
8674;FR.       ;(ESPEC)ADESIVO FOTOPOLIMERIZAVEL MONOCOMPONENTE PARA ESMALTEE DENTINA A BASE DE ALCOOL E A;0;0;0;12,54
8675;KIT       ;(ESPEC)CIMENTO DE HIDROXIDO DE CALCIO P/CAPEAMENTO PULPAR E FORRAMENTO CAVITARIO RADIOPACO;0;0;0;13,29
8676;FR.       ;(ESPEC)SOLUCAO HEMOSTATICA TOPICA C/10ML                                                  ;0;0;0;10,58
8677;BS.       ;"CATETER INTRAVENOSO PERIFERICO ""POR-FORA-DA-AGULHA"" 24G                                   ";0;0;0;63,16
8678;BS.       ;BOLSA VAZIA SOLUCAO PARENTERAL 500ML                                                      ;0;0;0;54,74
8679;BS.       ;BOLSA VAZIA SOLUCAO PARENTERAL 1000ML                                                     ;0;0;0;24,62
